sample	db	workflow	is.significant	N
Zymo_D6331_VS_I_V1_V9	NCBI	minitax	TRUE	7
Zymo_D6331_VS_I_V1_V9	NCBI	minitax	FALSE	8
Zymo_D6331_VS_MN_V1_V9	NCBI	minitax	TRUE	10
Zymo_D6331_VS_MN_V1_V9	NCBI	minitax	FALSE	5
Zymo_D6331_VS_Q_V1_V9	NCBI	minitax	TRUE	9
Zymo_D6331_VS_Q_V1_V9	NCBI	minitax	FALSE	6
Zymo_D6331_VS_Z_V1_V9	NCBI	minitax	TRUE	10
Zymo_D6331_VS_Z_V1_V9	NCBI	minitax	FALSE	5
