sample2	sample	distance	sample_name	platform	library	DNA_isolation_kit	rep	sample_name.2	platform.2	library.2	DNA_isolation_kit.2	rep.2
PacBio_V1_V9_I3	Illumina_WGS_I2	0.721492145053272	I2	Illumina MiSeq	Illumina WGS	I	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V3_MN4	0.749035918065204	MN4	Illumina MiSeq	PerkinElmer V1-V3	MN	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	PacBio_V1_V9_MN1	0.137319978186743	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V3_Z1	0.729499084774403	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V2_Z1	0.696116733974996	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_WGS_Q2	0.936723882622925	Q2	Illumina MiSeq	Illumina WGS	Q	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V3_V4_MN3	0.826062079912518	MN3	Illumina MiSeq	Zymo V3-V4	MN	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	PacBio_V1_V9_Z1	0.536624156976113	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_WGS_Q1	0.932050364704913	Q1	Illumina MiSeq	Illumina WGS	Q	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	ONT_V1_V9_MN3	0.324489952532363	MN3	ONT MinIon	ONT V1-V9	MN	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V3_MN1	0.693671236752928	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_WGS_MN3	0.709654108630989	MN3	Illumina MiSeq	Illumina WGS	MN	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	PacBio_V1_V9_I4	0.0782193410015423	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_WGS_Q4	0.939055752609961	Q4	Illumina MiSeq	Illumina WGS	Q	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_WGS_I4	0.735003503819199	I4	Illumina MiSeq	Illumina WGS	I	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	ONT_V1_V9_Z2	0.559756161753902	Z2	ONT MinIon	ONT V1-V9	Z	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V3_V4_I4	0.834286631577421	I4	Illumina MiSeq	Zymo V3-V4	I	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V3_V4_I2	0.832219843483481	I2	Illumina MiSeq	Zymo V3-V4	I	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	PacBio_V1_V9_I3	0	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	PacBio_V1_V9_I2	0.0805783296356047	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_WGS_Z3	0.727347296363602	Z3	Illumina MiSeq	Illumina WGS	Z	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_WGS_MN2	0.71856663365669	MN2	Illumina MiSeq	Illumina WGS	MN	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	ONT_V1_V9_Z4	0.521874972962083	Z4	ONT MinIon	ONT V1-V9	Z	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V2_MN4	0.64269578755146	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V2_I4	0.655374493441938	I4	Illumina MiSeq	Zymo V1-V2	I	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V3_MN3	0.617864162421869	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V3_V4_MN4	0.817921387982881	MN4	Illumina MiSeq	Zymo V3-V4	MN	4	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	PacBio_V1_V9_I1	0.087447099476879	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V2_MN1	0.652123172618965	MN1	Illumina MiSeq	Zymo V1-V2	MN	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V1_V2_I3	0.66024594000501	I3	Illumina MiSeq	Zymo V1-V2	I	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V3_V4_Z2	0.801467546122523	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V3_V4_Z3	0.820038688497109	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	ONT_V1_V9_I1	0.309784324475655	I1	ONT MinIon	ONT V1-V9	I	1	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	PacBio_V1_V9_Z2	0.462730533112443	Z2	PacBio Sequel IIe	PacBio V1-V9	Z	2	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I3	Illumina_V3_V4_I3	0.828835251872431	I3	Illumina MiSeq	Zymo V3-V4	I	3	I3	PacBio Sequel IIe	PacBio V1-V9	I	3
PacBio_V1_V9_I4	Illumina_V1_V2_MN3	0.674933127221213	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_MN1	0.693902908118953	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Q1	0.92509517643333	Q1	Illumina MiSeq	Illumina WGS	Q	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_MN1	0.216786631586831	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_MN2	0.834504504367632	MN2	Illumina MiSeq	Zymo V3-V4	MN	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_Z1	0.733707554696026	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Z2	0.745582892393322	Z2	Illumina MiSeq	Illumina WGS	Z	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_Z1	0.579229698667192	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_Z4	0.641062798004826	Z4	Illumina MiSeq	Zymo V1-V2	Z	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Q3	0.931019490324139	Q3	Illumina MiSeq	Illumina WGS	Q	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_Q3	0.92499812521885	Q3	Illumina MiSeq	PerkinElmer V1-V3	Q	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_I2	0.652337708009216	I2	Illumina MiSeq	PerkinElmer V1-V3	I	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_Z3	0.567493979210311	Z3	PacBio Sequel IIe	PacBio V1-V9	Z	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_I1	0.828336035196256	I1	Illumina MiSeq	Zymo V3-V4	I	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Z1	0.734617748938011	Z1	Illumina MiSeq	Illumina WGS	Z	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_MN1	0.822250386284889	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_I1	0.646715065068573	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_MN4	0.138712328803242	MN4	PacBio Sequel IIe	PacBio V1-V9	MN	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_MN4	0.348499794957544	MN4	ONT MinIon	ONT V1-V9	MN	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_I4	0.82676341076235	I4	Illumina MiSeq	Zymo V3-V4	I	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_Z2	0.69339167950893	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_Z2	0.558702914634458	Z2	ONT MinIon	ONT V1-V9	Z	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_MN4	0.823235092140612	MN4	Illumina MiSeq	Zymo V3-V4	MN	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_I1	0.666216807467258	I1	Illumina MiSeq	Zymo V1-V2	I	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_I3	0.74033430642112	I3	Illumina MiSeq	Illumina WGS	I	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_MN4	0.727290956741721	MN4	Illumina MiSeq	Illumina WGS	MN	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_Z1	0.706744515248888	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_Z3	0.796895135955268	Z3	Illumina MiSeq	PerkinElmer V1-V3	Z	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_Z1	0.835956075313203	Z1	Illumina MiSeq	Zymo V3-V4	Z	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_I2	0.825225162138312	I2	Illumina MiSeq	Zymo V3-V4	I	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_MN2	0.659918488690229	MN2	Illumina MiSeq	PerkinElmer V1-V3	MN	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_Z1	0.573133668751337	Z1	ONT MinIon	ONT V1-V9	Z	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Z4	0.737092853115	Z4	Illumina MiSeq	Illumina WGS	Z	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_I1	0.737707947945991	I1	Illumina MiSeq	Illumina WGS	I	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_I2	0.728570795375313	I2	Illumina MiSeq	Illumina WGS	I	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_MN2	0.739265893314682	MN2	Illumina MiSeq	Illumina WGS	MN	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_MN3	0.320300811394887	MN3	ONT MinIon	ONT V1-V9	MN	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_I4	0	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_MN3	0.83077855597806	MN3	Illumina MiSeq	Zymo V3-V4	MN	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Q2	0.934024427350219	Q2	Illumina MiSeq	Illumina WGS	Q	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_Z3	0.577063042714418	Z3	ONT MinIon	ONT V1-V9	Z	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_MN3	0.731134156595989	MN3	Illumina MiSeq	Illumina WGS	MN	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_Z4	0.524577873851695	Z4	ONT MinIon	ONT V1-V9	Z	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_I2	0.331108419066056	I2	ONT MinIon	ONT V1-V9	I	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_Q1	0.918261909265508	Q1	Illumina MiSeq	PerkinElmer V1-V3	Q	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_MN2	0.339281050176526	MN2	ONT MinIon	ONT V1-V9	MN	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_Z2	0.505838981977651	Z2	PacBio Sequel IIe	PacBio V1-V9	Z	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_Z2	0.696484258325447	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_I4	0.29559978325737	I4	ONT MinIon	ONT V1-V9	I	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_MN1	0.666516642583066	MN1	Illumina MiSeq	Zymo V1-V2	MN	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_Z2	0.806563804629725	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_MN4	0.75356579071673	MN4	Illumina MiSeq	PerkinElmer V1-V3	MN	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_Z4	0.793696292082509	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_MN3	0.625920777085141	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_I2	0.068968806791113	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_I3	0.828652518389337	I3	Illumina MiSeq	Zymo V3-V4	I	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_I4	0.651077792727548	I4	Illumina MiSeq	Zymo V1-V2	I	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_I1	0.307735108079497	I1	ONT MinIon	ONT V1-V9	I	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_MN3	0.11107707363527	MN3	PacBio Sequel IIe	PacBio V1-V9	MN	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_I3	0.0782193410015423	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_I4	0.741206970348992	I4	Illumina MiSeq	Illumina WGS	I	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_I2	0.655019682514436	I2	Illumina MiSeq	Zymo V1-V2	I	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_I3	0.661576830414039	I3	Illumina MiSeq	Zymo V1-V2	I	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_MN2	0.14015496699608	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_Z4	0.430253085569995	Z4	PacBio Sequel IIe	PacBio V1-V9	Z	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_MN4	0.654823408072119	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_I4	0.720139875157775	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_MN2	0.672140346443106	MN2	Illumina MiSeq	Zymo V1-V2	MN	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_MN1	0.375341385695767	MN1	ONT MinIon	ONT V1-V9	MN	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_I3	0.709989035857288	I3	Illumina MiSeq	PerkinElmer V1-V3	I	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V2_Z3	0.719259200493581	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Q4	0.932487143962934	Q4	Illumina MiSeq	Illumina WGS	Q	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V3_V4_Z3	0.826640763259118	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_Z4	0.82852966918439	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	ONT_V1_V9_I3	0.324588867476267	I3	ONT MinIon	ONT V1-V9	I	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_Z3	0.744906372455373	Z3	Illumina MiSeq	Illumina WGS	Z	3	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_V1_V3_Q2	0.917835697952251	Q2	Illumina MiSeq	PerkinElmer V1-V3	Q	2	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	Illumina_WGS_MN1	0.720621920636453	MN1	Illumina MiSeq	Illumina WGS	MN	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_I4	PacBio_V1_V9_I1	0.0238054939706982	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	I4	PacBio Sequel IIe	PacBio V1-V9	I	4
PacBio_V1_V9_MN1	Illumina_V1_V2_I3	0.6708543799356	I3	Illumina MiSeq	Zymo V1-V2	I	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V3_I3	0.680047277807724	I3	Illumina MiSeq	PerkinElmer V1-V3	I	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	PacBio_V1_V9_I4	0.216786631586831	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V3_V4_Z4	0.802534315522186	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V3_V4_I2	0.844141686395956	I2	Illumina MiSeq	Zymo V3-V4	I	2	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_WGS_Z4	0.685530101409737	Z4	Illumina MiSeq	Illumina WGS	Z	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V3_Z4	0.786821405337265	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	PacBio_V1_V9_I3	0.137319978186743	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	ONT_V1_V9_Z3	0.552011207892714	Z3	ONT MinIon	ONT V1-V9	Z	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V2_MN3	0.689031929082407	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	ONT_V1_V9_Z1	0.589216050610012	Z1	ONT MinIon	ONT V1-V9	Z	1	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V2_Z4	0.613260130732826	Z4	Illumina MiSeq	Zymo V1-V2	Z	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V3_MN1	0.659560853510545	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V3_V4_Z2	0.798576549603865	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_WGS_Z2	0.669641421195259	Z2	Illumina MiSeq	Illumina WGS	Z	2	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V3_I4	0.684138207801353	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_WGS_I1	0.700462650757662	I1	Illumina MiSeq	Illumina WGS	I	1	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_WGS_Z3	0.67954329277697	Z3	Illumina MiSeq	Illumina WGS	Z	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	PacBio_V1_V9_I2	0.209470868961683	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	PacBio_V1_V9_Z3	0.480689617431151	Z3	PacBio Sequel IIe	PacBio V1-V9	Z	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_WGS_MN4	0.63081680224364	MN4	Illumina MiSeq	Illumina WGS	MN	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V3_V4_MN4	0.799096848589395	MN4	Illumina MiSeq	Zymo V3-V4	MN	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	ONT_V1_V9_MN3	0.288166117348363	MN3	ONT MinIon	ONT V1-V9	MN	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_WGS_MN1	0.613219873915262	MN1	Illumina MiSeq	Illumina WGS	MN	1	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V2_I4	0.665988053462168	I4	Illumina MiSeq	Zymo V1-V2	I	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V3_V4_I4	0.841626569323246	I4	Illumina MiSeq	Zymo V3-V4	I	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	ONT_V1_V9_I3	0.293375230156379	I3	ONT MinIon	ONT V1-V9	I	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V2_MN4	0.652907748921563	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_WGS_MN3	0.680132818106442	MN3	Illumina MiSeq	Illumina WGS	MN	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V3_V4_MN2	0.844919158723146	MN2	Illumina MiSeq	Zymo V3-V4	MN	2	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V3_Z1	0.712876490388382	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V3_Q3	0.945066504150463	Q3	Illumina MiSeq	PerkinElmer V1-V3	Q	3	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	Illumina_V1_V2_Z2	0.656034296732963	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
PacBio_V1_V9_MN1	PacBio_V1_V9_Z1	0.54540587588501	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1
