dummy	order	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	Gloeomargaritales	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	4	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Glycomycetales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	44	19	17	55	22	20	15	0	1	2	6	30	20	17	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gomontiellales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	6	5	1	5	3	4	1	1	1	1	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halanaerobiales	2	1	1	1	3	3	0	0	0	0	0	0	7	0	43	0	31	5	0	12	7	6	5	0	0	12	0	2	0	0	1	0	2	1	0	0	4	0	1	213	355	271	194	316	256	179	148	180	142	168	155	229	185	157	126	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Haliangiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	23	15	12	38	12	14	16	1	2	1	1	18	16	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halobacteriales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	291	163	112	413	144	114	129	20	14	31	49	184	166	125	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Haloplasmatales	0	0	0	1	0	0	1	0	0	0	0	0	14	0	14	0	12	11	0	42	1	3	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	18	10	9	13	12	9	24	17	15	12	22	19	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Herpetosiphonales	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	3	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	5	10	4	4	6	4	4	1	2	2	4	4	9	2	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hydrogenophilales	0	0	0	0	1	0	0	0	0	0	0	0	5	0	7	0	6	10	0	3	64	41	14	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	1	28	46	33	28	56	23	37	16	19	21	30	22	55	39	36	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hyphomicrobiales	21	12	30	28	29	18	33	18	6	4	13	59	130	10	316	0	253	95	3	174	103	97	56	29	20	134	3	5	3	2	4	5	2	8	2	6	6	3	31	1612	4178	2110	1651	4671	2277	1973	1857	889	333	1266	888	2895	2300	1973	2274	2	1	2	4	0	4	9	3	1	0	6	1	0	1	0	0	1	0	2	0	0	0	0	2
TRUE	Hyphomonadales	0	0	0	0	1	0	0	0	0	0	0	0	1	0	19	0	24	1	0	2	29	24	21	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	1	7	22	11	9	26	10	14	8	7	3	6	8	14	8	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ignavibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	31	2	30	0	47	19	0	11	11	18	7	0	0	16	0	1	0	0	1	1	1	0	0	0	0	3	2	19	24	12	8	21	14	16	4	18	21	29	27	22	21	16	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Isosphaerales	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	1	6	3	1	5	3	2	1	1	0	0	0	5	5	2	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Jatrophihabitantales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	14	5	27	10	15	13	0	2	1	1	22	10	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Jiangellales	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	2	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	69	44	37	107	60	65	43	5	7	10	19	51	41	34	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kangiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	6	3	5	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kineosporiales	0	1	1	0	2	0	1	2	2	0	1	5	376	31	159	1	1232	585	1	213	72	397	0	119	85	14	0	0	0	0	0	0	0	0	0	0	0	0	3	40	85	60	41	104	33	68	41	0	2	1	2	67	37	49	56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kitasatosporales	1	1	4	3	4	1	9	3	2	5	5	7	204	12	104	1	207	133	1	275	232	195	55	10	12	94	3	6	4	1	3	4	2	3	2	12	4	2	14	1532	3821	1998	1438	5057	2580	1909	1776	434	266	650	1068	2336	1825	1790	1542	9	2	15	8	0	25	9	10	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kordiimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	2	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kosmotogales	0	0	0	0	1	0	1	0	1	1	1	0	40	2	2	0	15	13	0	9	3	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	4	7	2	2	4	5	1	3	2	4	6	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ktedonobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	2	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	3	2	1	1	2	0	3	4	5	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lachnospirales	9287	5751	7911	8291	10561	6354	11204	7709	5710	6279	7989	12852	84577	7637	71832	835	135938	68492	105	166258	5679	5251	1639	10224	13889	38110	2395	9093	5932	5053	6413	9561	8875	7510	6261	4403	7102	5284	10093	432401	746674	495641	378735	792099	420839	355430	369223	12839	7005	12864	14012	573682	621021	552972	478779	221356	59291	382932	251954	2538	363638	201968	192144	13137	22061	362483	26664	8419	7169	5644	14028	3431	5615	8295	21701	5763	8644	3513	7367
TRUE	Lactobacillales	336	150	297	287	369	97	256	182	74	46	103	115	533	28	1565	7	1562	322	0	1305	318	308	395	190	121	759	1	46	22	21	22	52	43	39	29	18	21	27	35	3138	5299	3442	2737	4579	3070	2396	2358	826	906	882	769	3546	3254	2572	2648	106	21	235	127	1	362	199	217	13	19	523	37	3	6	6	9	1	8	9	23	4	12	1	13
TRUE	Legionellales	1	0	0	0	0	0	1	1	0	1	4	0	4	0	2	0	6	7	0	3	31	32	15	4	2	9	0	0	0	1	0	0	0	0	0	0	1	0	0	61	88	47	38	49	47	42	40	76	50	73	73	60	42	38	44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptolyngbyales	1	1	0	0	0	1	0	0	1	0	1	3	9	0	10	0	17	9	0	12	19	18	5	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	23	33	15	14	43	23	9	21	5	2	6	5	38	22	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Leptospirales	1	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	3	6	0	9	3	2	1	3	1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	61	138	81	45	109	66	55	44	83	67	83	55	101	87	67	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lutisporales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	6	0	3	2	1	1	1	1	1	0	2	0	0	0	2	3	1	1	1	4	3	4	12	39	19	16	19	17	14	10	28	19	26	13	21	18	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lysobacterales	948	1259	570	1419	1047	1395	1037	1497	134	256	267	645	169	5	36	1	64	58	0	29	58	58	21	12	5	20	1	1	2	0	3	1	1	2	1	1	1	1	3	485	1193	681	440	1514	673	583	592	160	104	188	319	865	669	601	518	0	0	2	0	0	0	2	0	0	0	7	3	0	0	0	0	0	0	0	0	1	0	0	1
TRUE	Magnetococcales	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	5	2	0	3	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19	12	9	20	9	16	12	1	0	1	1	17	13	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malasseziales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	4	3	8	5	4	4	18	20	24	25	13	8	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Maricaulales	0	1	0	0	1	0	0	0	1	1	0	0	21	2	21	0	29	20	0	38	8	5	4	1	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	17	49	31	22	47	20	23	19	3	10	6	9	48	29	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Marinilabiliales	1	0	3	2	1	0	1	2	1	1	1	7	41	1	5	0	15	29	0	15	29	40	10	3	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	51	88	40	27	39	38	34	19	104	94	97	99	55	49	36	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mariprofundales	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	4	2	7	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mastigamoebida	0	0	0	1	0	0	4	0	1	1	0	3	13	0	23	1	55	33	0	52	39	31	21	6	4	28	1	3	2	1	2	8	19	4	11	2	4	3	5	166	327	180	136	166	142	112	90	136	126	155	159	55	74	67	34	9	4	27	10	1	163	136	75	0	6	22	2	0	0	0	0	0	0	0	1	0	0	0	0
TRUE	Mesoaciditogales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	5	2	2	2	3	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanobacteriales	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	177	251	167	117	166	123	123	100	135	106	92	156	52	51	39	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	77	56	36	67	41	33	31	38	30	39	35	94	54	58	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanomassiliicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	34	29	18	47	12	16	24	1	0	1	1	24	18	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanomicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	73	42	28	58	41	38	31	15	13	8	18	48	40	38	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanonatronarchaeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	8	5	2	7	4	3	3	2	8	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanosarcinales	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	769	370	203	372	380	379	234	276	284	476	214	235	313	320	96	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanotrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	2	2	2	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylacidiphilales	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylococcales	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	56	43	25	88	36	36	25	24	27	21	26	72	56	53	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Micrococcales	43	11	30	21	62	21	62	23	36	16	29	67	644	41	716	4	1345	563	2	863	400	430	211	90	43	777	5	6	10	4	6	12	5	17	4	5	5	6	23	2253	4924	3160	2065	6620	2764	3126	2686	313	312	319	583	3609	2652	2380	3140	25	6	25	22	0	39	29	14	4	1	79	2	2	1	0	0	1	0	2	1	4	1	0	3
TRUE	Micromonosporales	3	3	0	0	2	2	2	2	5	0	0	7	7	0	4	0	13	2	0	12	4	14	2	0	1	1	0	0	1	0	0	1	1	1	0	2	5	0	0	264	892	393	267	1076	490	710	389	137	52	186	165	481	376	350	484	3	0	14	5	1	11	6	3	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Minwuiales	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	4	0	2	2	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Monoglobales	0	0	0	0	0	0	0	0	1	0	0	0	2	0	5	0	7	4	0	3	2	1	0	0	0	0	0	18	7	9	14	10	6	9	11	8	32	7	26	41	80	32	29	59	61	40	34	28	20	24	43	59	57	65	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Moorellales	5	0	1	1	4	1	1	1	4	0	1	1	91	3	30	0	64	38	0	107	17	19	4	4	1	20	0	2	0	0	0	0	0	2	0	2	0	0	0	21	29	13	13	30	22	19	12	10	0	10	18	22	30	26	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Moraxellales	68	40	51	45	37	58	76	33	117	56	95	120	26	0	24	0	28	47	0	52	50	46	39	8	6	10	0	1	1	0	0	0	2	1	2	1	0	0	2	219	373	260	189	318	670	200	286	325	293	364	643	322	210	305	151	0	0	1	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mycobacteriales	30	28	15	42	44	33	35	42	17	18	20	35	647	48	331	1	905	686	0	426	201	221	101	66	26	221	4	6	3	3	3	13	19	22	13	5	8	8	15	1572	3450	2176	1504	4478	1770	1934	1824	249	205	321	495	2626	1898	1757	1481	161	37	256	169	2	1880	748	783	20	21	269	25	10	4	6	9	10	39	33	118	14	17	4	10
TRUE	Mycoplasmatales	0	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	5	2	0	3	10	7	8	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	29	54	37	30	30	28	16	26	26	19	34	22	15	16	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mycoplasmoidales	11	6	14	21	35	17	41	32	13	32	36	41	11	1	34	0	29	2	0	20	45	49	29	6	3	22	0	0	0	1	0	0	0	0	0	0	0	1	0	70	148	77	84	92	71	43	49	113	77	83	95	43	50	51	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Myxococcales	1	0	0	0	0	0	0	0	0	1	1	1	1	0	3	0	2	2	0	1	0	8	1	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	144	316	215	120	390	158	190	179	8	8	11	19	251	140	147	131	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nakamurellales	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	24	14	11	23	9	58	19	0	3	0	1	14	10	10	34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nannocystales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	72	43	21	65	27	38	28	1	0	0	0	39	36	26	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Natranaerobiales	0	0	0	0	0	0	0	0	0	0	0	0	7	2	4	0	6	4	0	4	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	16	34	14	20	26	12	14	12	0	4	3	2	13	16	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nautiliales	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	1	0	0	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	30	16	16	21	13	17	11	20	11	19	12	8	15	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Neisseriales	7	2	6	3	8	6	12	3	7	5	11	12	89	5	86	0	61	66	1	54	1003	1102	554	63	22	219	2	3	6	0	1	1	3	2	0	19	10	15	13	207	483	261	187	503	202	195	191	320	226	352	682	451	282	268	174	7	1	29	11	0	24	8	5	0	0	6	0	0	0	0	3	0	0	0	2	0	0	0	0
TRUE	Nevskiales	34	13	20	31	34	17	47	24	7	3	6	7	32	2	69	0	51	50	0	59	3	1	0	12	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	114	81	52	148	44	50	52	8	10	6	12	88	58	54	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nitrosomonadales	20	23	36	17	11	9	31	10	109	41	85	76	99	13	215	0	119	188	0	203	3348	4839	1413	99	27	658	3	1	1	0	2	0	1	2	1	4	3	6	2	107	223	168	105	235	103	94	111	142	129	112	122	244	135	141	92	0	0	1	1	0	1	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nitrosopumilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	21	11	25	10	16	9	18	30	22	14	14	9	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
