dummy	species	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	[Acidovorax] ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Arcobacter] porcinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	9	6	2	7	4	4	5	6	7	8	0	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Brevibacterium] flavum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	4	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Butyribacterium] methylotrophicum	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	48	93	51	54	92	55	48	45	12	5	11	8	121	84	71	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] aminophilum	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	87	191	127	85	191	129	113	81	17	8	13	26	187	147	138	100	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] cellulosi	0	0	0	0	0	0	0	0	1	0	0	0	5	1	1	0	7	4	0	4	13	10	3	1	1	10	0	0	0	0	0	0	0	0	1	0	1	0	0	17	33	13	16	50	10	11	14	0	2	4	7	14	15	14	8	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] cocleatum	5	1	5	3	5	3	4	3	1	1	3	4	25	0	63	0	63	15	0	35	4	6	3	1	2	40	1	107	38	54	52	60	62	52	44	61	36	23	77	448	609	576	356	408	244	185	203	26	22	29	23	206	121	135	128	28	2	48	22	1	30	9	11	2	0	42	4	0	1	1	2	0	0	0	0	0	0	1	1
TRUE	[Clostridium] fimetarium	0	0	0	0	5	1	3	0	0	0	2	0	76	3	37	1	74	31	0	332	8	5	3	7	7	12	2	4	5	4	2	3	6	6	5	9	17	4	17	117	189	146	124	167	106	120	101	23	14	16	16	134	119	109	110	0	0	1	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	331	195	141	263	187	129	125	5	11	6	13	376	273	260	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] innocuum	18	11	11	9	32	12	27	24	18	11	16	15	59	2	47	0	131	69	0	155	149	220	78	13	3	28	0	9	7	4	6	16	15	16	10	4	8	7	11	73	143	81	81	138	73	77	88	30	16	32	51	68	45	40	42	1	0	0	0	0	1	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] leptum	0	1	1	1	0	1	4	6	7	0	2	2	14	2	10	0	17	23	0	8	31	16	1	1	2	9	0	0	1	0	1	4	1	0	0	1	1	0	3	97	146	86	63	144	127	80	62	19	12	23	47	161	147	122	103	4	1	6	7	0	18	3	3	0	0	43	2	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] methylpentosum	0	0	1	0	2	0	0	0	0	1	0	1	44	1	32	0	135	83	0	303	52	46	8	5	4	43	0	10	9	5	7	41	40	55	35	12	12	14	21	94	165	93	81	211	181	108	105	73	33	55	166	351	263	305	174	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] paradoxum	8	9	12	13	13	9	16	9	6	3	5	7	23	0	21	0	34	24	0	7	11	4	1	5	1	5	0	3	2	2	0	1	5	2	1	1	1	1	2	47	76	63	45	56	55	30	26	34	48	39	15	16	32	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] polysaccharolyticum	5	0	4	1	3	3	5	3	1	1	0	0	39	5	41	0	50	27	1	114	7	4	1	13	13	2	0	1	0	1	0	1	0	0	2	1	1	1	0	214	373	234	176	327	197	173	210	19	16	19	19	234	132	137	150	121	36	225	140	10	361	214	222	17	8	139	13	1	0	0	2	0	1	2	1	0	1	0	0
TRUE	[Clostridium] populeti	0	0	1	1	3	0	1	0	0	1	0	0	3	0	110	4	105	2	0	891	1	1	1	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	220	384	244	203	304	222	189	191	16	11	15	16	229	145	137	135	87	14	144	86	2	256	135	134	7	3	85	12	1	0	0	1	1	2	1	6	1	1	0	3
TRUE	[Clostridium] scindens	1	0	0	0	1	1	1	1	0	0	0	1	12	0	7	0	12	11	0	13	1	2	0	1	1	1	0	103	56	36	61	103	63	58	42	43	76	83	103	296	487	324	238	509	296	233	228	18	11	13	7	441	387	322	279	18	2	25	26	0	27	17	10	0	1	13	2	0	1	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] spiroforme	177	76	178	117	146	66	114	84	108	22	84	166	1690	59	1713	7	1965	1108	0	1172	71	107	61	240	55	443	2	426	219	252	207	380	341	245	220	282	149	189	445	9203	13282	11895	7562	7935	5288	3908	4479	259	102	235	217	3076	1574	1810	2566	950	198	1983	874	6	1582	527	760	135	53	2536	141	220	156	128	330	63	82	98	348	332	88	48	206
TRUE	[Clostridium] symbiosum	2	1	1	3	4	2	6	0	2	2	1	2	89	7	103	0	161	65	0	112	23	19	10	33	28	110	1	3	1	3	4	7	2	10	8	1	2	3	3	234	500	262	215	455	330	224	248	54	27	58	83	485	393	371	297	10	3	11	10	0	8	13	9	0	2	10	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Clostridium] thermoalcaliphilum	29	20	41	32	36	25	38	38	10	9	13	34	46	4	14	0	34	27	0	20	4	4	1	1	1	0	0	4	2	0	0	1	2	2	2	0	2	4	0	22	52	28	21	27	43	29	19	40	38	42	24	20	24	20	12	11	2	13	10	0	15	4	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Eubacterium] brachy	1	1	3	4	2	0	0	2	2	0	1	7	15	2	7	0	14	6	0	21	2	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	12	7	3	20	6	8	9	3	0	0	0	5	6	4	2	2	1	2	2	0	2	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Eubacterium] infirmum	7	1	5	11	7	4	9	10	5	13	3	4	23	0	19	0	25	22	0	21	1	2	0	3	3	2	0	1	0	0	0	0	0	0	0	0	0	1	0	6	9	6	7	12	5	5	6	3	5	4	2	8	8	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Eubacterium] minutum	1	1	1	0	4	0	3	0	0	2	1	2	7	0	9	0	8	3	0	14	0	0	2	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	5	5	8	3	0	2	2	0	3	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Eubacterium] nodatum	0	0	0	1	1	0	0	1	0	0	0	1	8	0	1	0	11	6	0	7	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	73	102	56	48	73	44	38	32	7	6	11	6	36	22	17	22	2	2	1	3	0	2	1	2	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0
TRUE	[Eubacterium] rectale	37	8	36	30	50	24	55	33	15	12	28	28	15	3	2	1	14	22	0	11	5	3	1	8	6	1	0	0	1	0	0	0	0	0	1	0	0	0	0	490	900	530	475	736	511	398	378	11	8	18	16	531	428	410	398	0	0	0	0	0	2	1	1	0	0	19	0	1	1	1	0	0	0	0	1	0	1	0	0
TRUE	[Eubacterium] saphenum	0	0	0	0	0	0	1	0	0	0	0	0	4	3	9	0	12	2	0	10	5	2	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	2	3	0	1	1	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Eubacterium] siraeum	1	4	6	3	2	1	1	2	0	1	3	5	7	1	16	0	28	11	0	20	95	78	52	1	2	134	0	0	0	0	0	0	0	1	0	0	0	0	0	59	115	62	63	107	106	57	64	52	17	35	68	129	141	116	82	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Eubacterium] sulci	4	1	7	5	6	2	4	8	1	1	3	1	10	0	11	0	9	8	0	22	0	1	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	12	16	15	9	11	10	11	10	2	6	3	3	9	14	13	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Eubacterium] yurii	0	0	1	1	1	0	1	1	2	0	2	0	10	1	3	0	11	10	0	20	6	6	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	35	44	38	33	28	29	21	16	24	23	19	9	12	21	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Flavobacterium] thermophilum	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Flexibacter] sp. ATCC 35103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	3	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Flexibacter] sp. ATCC 35208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	4	1	4	4	3	1	1	2	5	7	13	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Haemophilus] ducreyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	4	2	0	1	0	0	1	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Mycobacterium] stephanolepidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	3	0	1	3	0	0	0	0	0	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Mycoplasma] phocidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	6	3	3	1	6	0	8	10	5	4	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Ochrobactrum] quorumnocens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	1	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Ruminococcus] gnavus	1983	1292	1730	1669	2237	1169	2129	1659	2249	2818	3405	4948	18698	2327	16898	274	34006	14320	17	49659	1456	1345	415	4470	6726	18100	1427	828	598	460	609	856	678	571	515	783	1329	1008	1648	96908	175507	114516	83655	174626	84318	71583	79429	2944	1482	2995	2874	212982	210998	185921	149473	26216	8076	47685	28949	338	37841	22489	22996	2782	5975	98882	5955	1314	1211	978	2180	652	834	1253	3567	1703	2966	1251	2059
TRUE	[Ruminococcus] gnavus CAG:126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	32029	57464	35020	26386	60930	29026	22339	25008	1021	530	1125	1024	70445	69396	61767	47377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	[Ruminococcus] lactaris	8	2	4	2	8	4	6	4	0	3	7	6	469	31	455	6	976	592	0	1195	32	27	3	76	62	113	7	44	21	29	36	65	63	50	49	25	22	19	37	1272	2282	1489	1140	2005	1205	992	1021	33	30	36	34	1792	1463	1399	1279	136	36	261	150	2	179	100	99	10	9	182	11	1	1	0	3	0	0	0	2	3	0	1	0
TRUE	[Ruminococcus] torques	15	7	12	16	27	3	19	5	6	0	6	3	127	8	283	4	492	103	0	634	13	25	14	8	7	52	0	35	33	36	41	54	56	45	32	15	15	13	49	933	1601	1053	791	1585	957	778	758	50	22	35	39	1198	1127	1034	848	129	63	236	159	6	210	120	122	10	19	246	22	1	1	0	1	0	0	0	0	0	1	0	0
TRUE	[Ruminococcus] torques CAG:61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	264	211	162	243	133	184	156	4	2	1	6	194	138	150	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Abiotrophia defectiva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	4	2	4	6	9	2	2	1	3	2	4	7	3	2	2	2	0	4	2	0	1	5	2	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Abiotrophia sp. HMSC24B09	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	3	0	1	0	0	0	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Absiella sp. AM09-45	0	0	0	0	0	0	2	0	0	0	1	0	4	0	24	0	11	3	0	55	1	1	0	0	0	1	0	2	0	0	1	3	0	1	2	0	1	2	3	52	78	62	41	108	69	62	72	52	18	49	78	48	46	52	31	1	0	12	3	0	11	9	8	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0
TRUE	Absiella sp. AM09-50	0	0	0	1	0	0	0	0	0	0	1	0	1	0	22	0	17	2	0	59	2	1	1	2	0	2	0	2	0	0	2	0	3	1	2	1	1	2	0	53	90	86	50	159	75	71	72	36	23	49	68	63	50	45	40	0	1	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
TRUE	Absiella sp. AM10-20	0	1	1	0	0	0	0	0	0	0	1	0	5	0	23	0	23	2	0	87	3	2	3	0	0	7	0	1	0	0	4	3	0	5	0	0	1	0	1	90	148	95	68	185	116	86	118	44	21	64	71	75	62	55	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Absiella sp. AM22-9	0	0	0	0	0	0	0	0	0	0	0	0	7	0	25	0	19	1	0	86	0	1	0	0	0	4	0	2	1	0	1	1	1	1	2	1	0	0	0	127	182	103	78	261	133	89	130	74	30	74	113	94	82	71	61	31	3	41	23	1	90	45	60	4	4	192	1	0	0	0	1	0	0	0	1	0	0	0	0
TRUE	Absiella sp. AM29-15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	14	0	0	58	2	1	0	0	0	3	0	2	0	1	2	3	4	0	1	0	0	1	0	174	345	275	207	328	174	152	183	87	46	91	140	147	128	130	103	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TRUE	Abyssibacter profundi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	8	0	4	2	0	0	0	1	8	3	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acaryochloris marina	0	0	0	0	0	0	0	0	0	0	0	0	7	1	10	0	20	7	0	3	52	26	4	1	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acaryochloris thomasi	0	0	0	0	0	0	0	0	0	0	0	0	14	1	15	0	24	7	0	11	24	24	6	2	1	16	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	1	0	0	5	0	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetatifactor muris	3	0	0	2	0	2	1	0	0	0	0	1	24	1	16	0	29	18	0	19	4	10	3	1	2	5	0	0	0	1	0	1	1	0	0	1	1	0	1	287	620	407	301	546	397	335	280	41	33	28	32	1009	724	636	455	15	2	16	14	0	51	12	10	7	3	248	5	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Acetitomaculum ruminis	1	1	2	1	3	0	1	1	1	1	0	0	77	4	35	0	111	51	0	61	5	5	0	0	4	19	1	5	1	3	2	5	6	1	1	4	7	1	7	141	307	206	136	222	162	134	140	19	18	45	21	152	131	101	121	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetivibrio clariflavus	1	0	0	1	0	0	1	0	3	1	1	2	6	1	6	0	6	0	0	11	19	9	9	3	1	13	0	0	0	0	0	0	0	0	0	0	0	1	1	55	124	71	56	105	68	55	66	9	6	1	5	87	58	53	46	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetivibrio ethanolgignens	1	1	0	0	1	0	0	0	2	0	2	2	17	0	32	2	28	11	0	100	8	5	5	4	4	11	1	2	1	0	1	0	3	1	1	2	6	0	7	515	902	692	483	852	570	421	506	27	16	28	34	770	639	547	518	3	3	9	6	0	4	1	4	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetivibrio thermocellus	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	3	2	0	2	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	27	50	20	20	40	30	15	22	2	2	2	10	14	26	23	11	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Acetoanaerobium noterae	0	0	0	0	0	0	0	0	0	1	0	0	8	0	11	0	14	7	0	12	12	17	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	34	70	36	39	43	42	30	24	11	15	12	6	50	25	36	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetoanaerobium sticklandii	0	0	1	0	0	0	0	0	1	0	0	0	150	11	83	1	211	173	0	51	22	16	3	12	6	7	0	1	0	0	2	1	2	2	0	0	0	0	0	10	31	21	18	23	24	7	17	19	14	23	14	18	18	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetobacter aceti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	5	3	2	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetobacter ascendens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetobacter fabarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	2	4	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Acetobacter indonesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	4	4	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
